"","data_year","ori","pub_agency_name","pub_agency_unit","state_abbr","division_name","region_name","county_name","agency_type_name","population_group_desc","population","male_officer_ct","male_civilian_ct","male_total_ct","female_officer_ct","female_civilian_ct","female_total_ct","officer_ct","civilian_ct","total_pe_ct","pe_ct_per_1000","agency_full_name","agency_name"
"8888",1966,"LA0100200","Lake Charles",NA,"LA","West South Central","South","CALCASIEU","City","Cities from 50,000 thru 99,999",70551,50,2,52,0,0,0,50,2,52,0.74,"LAKE CHARLES POLICE DEPARTMENT                    ","Lake Charles Police Department"
"8889",1966,"LA0400100","Alexandria",NA,"LA","West South Central","South","RAPIDES","City","Cities from 25,000 thru 49,999",44555,53,2,55,0,0,0,53,2,55,1.23,"ALEXANDRIA POLICE DEPARTMENT                      ","Alexandria Police Department"
"8890",1966,"LA0100300","Sulphur",NA,"LA","West South Central","South","CALCASIEU","City","Cities from 10,000 thru 24,999",12900,6,0,6,0,0,0,6,0,6,0.47,"SULPHUR POLICE DEPARTMENT                         ","Sulphur Police Department"
"8891",1966,"LA0140000","Claiborne",NA,"LA","West South Central","South","CLAIBORNE","County","Non-MSA counties from 10,000 thru 24,999",15234,15,0,15,0,0,0,15,0,15,0.98,"CLAIBORNE PARISH SHERIFF'S OFFICE                 ","Claiborne Parish Sheriff's Office"
"8892",1966,"LA0090100","Shreveport",NA,"LA","West South Central","South","BOSSIER, CADDO","City","Cities from 100,000 thru 249,999",160535,246,40,286,0,0,0,246,40,286,1.78,"SHREVEPORT POLICE DEPARTMENT                      ","Shreveport Police Department"
"8893",1966,"LA0260000","Jefferson",NA,"LA","West South Central","South","JEFFERSON","County","MSA counties 100,000 or over",223232,231,114,345,0,0,0,231,114,345,1.55,"JEFFERSON PARISH SHERIFF'S OFFICE                 ","Jefferson Parish Sheriff's Office"
"8894",1966,"LA0100000","Calcasieu",NA,"LA","West South Central","South","CALCASIEU","County","MSA counties from 25,000 thru 99,999",80444,93,5,98,0,0,0,93,5,98,1.22,"CALCASIEU PARISH SHERIFF'S OFFICE                 ","Calcasieu Parish Sheriff's Office"
"8895",1966,"LA0030100","Donaldsonville",NA,"LA","West South Central","South","ASCENSION","City","Cities from 2,500 thru 9,999",7785,10,2,12,0,0,0,10,2,12,1.54,"DONALDSONVILLE PD                                 ","Donaldsonville Police Department"
"8896",1966,"LA0250100","Jonesboro",NA,"LA","West South Central","South","JACKSON","City","Cities from 2,500 thru 9,999",4310,9,0,9,0,0,0,9,0,9,2.09,"JONESBORO POLICE DEPARTMENT                       ","Jonesboro Police Department"
"8897",1966,"LA0290000","Lafourche",NA,"LA","West South Central","South","LAFOURCHE","County","Non-MSA counties from 25,000 thru 99,999",41777,75,0,75,0,0,0,75,0,75,1.8,"LAFOURCHE PARISH SHERIFF'S OFFICE                 ","Lafourche Parish Sheriff's Office"
"8898",1966,"LA0240200","Plaquemine",NA,"LA","West South Central","South","IBERVILLE","City","Cities from 2,500 thru 9,999",9250,11,1,12,0,0,0,11,1,12,1.3,"PLAQUEMINE POLICE DEPARTMENT                      ","Plaquemine Police Department"
"8899",1966,"LA0140100","Haynesville",NA,"LA","West South Central","South","CLAIBORNE","City","Cities from 2,500 thru 9,999",3028,4,0,4,0,0,0,4,0,4,1.32,"HAYNESVILLE POLICE DEPT                           ","Haynesville Police Police Department"
"8900",1966,"LA0170200","Baton Rouge",NA,"LA","West South Central","South","EAST BATON ROUGE","City","Cities from 100,000 thru 249,999",167798,271,47,318,0,0,0,271,47,318,1.9,"BATON ROUGE POLICE DEPARTMENT                     ","Baton Rouge Police Department"
"8901",1966,"LA0520000","St. Tammany",NA,"LA","West South Central","South","ST TAMMANY","County","MSA counties from 25,000 thru 99,999",49000,46,3,49,0,0,0,46,3,49,1,"ST. TAMMANY PARISH SHERIFF'S OFFICE               ","St. Tammany Parish Sheriff's Office"
"8902",1966,"LA0540000","Tensas",NA,"LA","West South Central","South","TENSAS","County","Non-MSA counties from 10,000 thru 24,999",12682,1,0,1,0,0,0,1,0,1,0.08,"TENSAS PARISH SHERIFF'S OFFICE                    ","Tensas Parish Sheriff's Office"
"8903",1966,"LA0030000","Ascension",NA,"LA","West South Central","South","ASCENSION","County","Non-MSA counties from 10,000 thru 24,999",23451,23,0,23,0,0,0,23,0,23,0.98,"ASCENSION PARISH SHERIFF'S OFFICE                 ","Ascension Parish Sheriff's Office"
"8904",1966,"LA0120000","Cameron",NA,"LA","West South Central","South","CAMERON","County","Non-MSA counties under 10,000",7721,27,1,28,0,0,0,27,1,28,3.63,"CAMERON PARISH SHERIFF'S OFFICE                   ","Cameron Parish Sheriff's Office"
"8905",1965,"LA0100300","Sulphur",NA,"LA","West South Central","South","CALCASIEU","City","Cities from 10,000 thru 24,999",16606,8,0,8,0,0,0,8,0,8,0.48,"SULPHUR POLICE DEPARTMENT                         ","Sulphur Police Department"
"8906",1965,"LA0290000","Lafourche",NA,"LA","West South Central","South","LAFOURCHE","County","Non-MSA counties from 25,000 thru 99,999",41532,45,0,45,0,0,0,45,0,45,1.08,"LAFOURCHE PARISH SHERIFF'S OFFICE                 ","Lafourche Parish Sheriff's Office"
"8907",1965,"LA0120000","Cameron",NA,"LA","West South Central","South","CAMERON","County","Non-MSA counties under 10,000",7493,21,0,21,0,0,0,21,0,21,2.8,"CAMERON PARISH SHERIFF'S OFFICE                   ","Cameron Parish Sheriff's Office"
"8908",1965,"LANPD0000","New Orleans",NA,"LA","West South Central","South","ORLEANS","City","Cities from 500,000 thru 999,999",663397,1087,162,1249,0,0,0,1087,162,1249,1.88,"NEW ORLEANS POLICE DEPARTMENT                     ","New Orleans Police Department"
"8909",1965,"LA0330000","Madison",NA,"LA","West South Central","South","MADISON","County","Non-MSA counties from 10,000 thru 24,999",16813,10,0,10,0,0,0,10,0,10,0.59,"MADISON PARISH SHERIFF'S OFFICE                   ","Madison Parish Sheriff's Office"
"8910",1965,"LA0100200","Lake Charles",NA,"LA","West South Central","South","CALCASIEU","City","Cities from 50,000 thru 99,999",70000,47,2,49,0,0,0,47,2,49,0.7,"LAKE CHARLES POLICE DEPARTMENT                    ","Lake Charles Police Department"
"8911",1965,"LA0570200","Kaplan",NA,"LA","West South Central","South","VERMILION","City","Cities from 2,500 thru 9,999",5678,8,0,8,0,0,0,8,0,8,1.41,"KAPLAN POLICE DEPARTMENT                          ","Kaplan Police Department"
"8912",1965,"LA0240000","Iberville",NA,"LA","West South Central","South","IBERVILLE","County","Non-MSA counties from 10,000 thru 24,999",23313,16,0,16,0,0,0,16,0,16,0.69,"IBERVILLE PARISH SHERIFF'S OFFICE                 ","Iberville Parish Sheriff's Office"
"8913",1965,"LA0040000","Assumption",NA,"LA","West South Central","South","ASSUMPTION","County","Non-MSA counties from 10,000 thru 24,999",19189,20,2,22,0,0,0,20,2,22,1.15,"ASSUMPTION PARISH SHERIFF'S OFFICE                ","Assumption Parish Sheriff's Office"
"8914",1965,"LA0270400","Welsh",NA,"LA","West South Central","South","JEFFERSON DAVIS","City","Cities from 2,500 thru 9,999",3965,6,0,6,0,0,0,6,0,6,1.51,"WELSH POLICE DEPARTMENT                           ","Welsh Police Department"
"8915",1965,"LA0290500","Thibodaux",NA,"LA","West South Central","South","LAFOURCHE","City","Cities from 10,000 thru 24,999",14600,21,2,23,0,0,0,21,2,23,1.58,"THIBODAUX POLICE DEPARTMENT                       ","Thibodaux Police Department"
"8916",1965,"LA0550100","Houma",NA,"LA","West South Central","South","TERREBONNE","City","Cities from 25,000 thru 49,999",30500,42,4,46,0,0,0,42,4,46,1.51,"HOUMA POLICE DEPARTMENT                           ","Houma Police Department"
"8917",1965,"LA0250100","Jonesboro",NA,"LA","West South Central","South","JACKSON","City","Cities from 2,500 thru 9,999",4233,9,0,9,0,0,0,9,0,9,2.13,"JONESBORO POLICE DEPARTMENT                       ","Jonesboro Police Department"
"8918",1965,"LA0190000","East Feliciana",NA,"LA","West South Central","South","EAST FELICIANA","County","Non-MSA counties from 10,000 thru 24,999",21176,6,1,7,0,0,0,6,1,7,0.33,"EAST FELICIANA PARISH SHERIFF'S OFFICE            ","East Feliciana Parish Sheriff's Office"
"8919",1965,"LA0240200","Plaquemine",NA,"LA","West South Central","South","IBERVILLE","City","Cities from 2,500 thru 9,999",8988,11,2,13,0,0,0,11,2,13,1.45,"PLAQUEMINE POLICE DEPARTMENT                      ","Plaquemine Police Department"
"8920",1965,"LA0390100","New Roads",NA,"LA","West South Central","South","POINTE COUPEE","City","Cities from 2,500 thru 9,999",4774,5,0,5,0,0,0,5,0,5,1.05,"NEW ROADS POLICE DEPARTMENT                       ","New Roads Police Department"
"8921",1965,"LA0280000","Lafayette",NA,"LA","West South Central","South","LAFAYETTE","County","MSA counties from 25,000 thru 99,999",43078,34,10,44,0,0,0,34,10,44,1.02,"LAFAYETTE PARISH SHERIFF'S OFFICE                 ","Lafayette Parish Sheriff's Office"
"8922",1965,"LA0490200","Opelousas",NA,"LA","West South Central","South","ST LANDRY","City","Cities from 10,000 thru 24,999",19476,28,0,28,0,0,0,28,0,28,1.44,"OPELOUSAS POLICE DEPARTMENT                       ","Opelousas Police Department"
"8923",1965,"LA0400100","Alexandria",NA,"LA","West South Central","South","RAPIDES","City","Cities from 25,000 thru 49,999",42350,53,2,55,0,0,0,53,2,55,1.3,"ALEXANDRIA POLICE DEPARTMENT                      ","Alexandria Police Department"
"8924",1965,"LA0550000","Terrebonne",NA,"LA","West South Central","South","TERREBONNE","County","Non-MSA counties from 25,000 thru 99,999",39562,22,7,29,0,0,0,22,7,29,0.73,"TERREBONNE PARISH SHERIFF'S OFFICE                ","Terrebonne Parish Sheriff's Office"
"8925",1965,"LA0010200","Rayne",NA,"LA","West South Central","South","ACADIA","City","Cities from 10,000 thru 24,999",10067,15,2,17,0,0,0,15,2,17,1.69,"RAYNE POLICE DEPARTMENT                           ","Rayne Police Department"
"8926",1965,"LA0530100","Hammond",NA,"LA","West South Central","South","TANGIPAHOA","City","Cities from 10,000 thru 24,999",11834,18,0,18,0,0,0,18,0,18,1.52,"HAMMOND POLICE DEPARTMENT                         ","Hammond Police Department"
"8927",1965,"LA0380000","Plaquemines",NA,"LA","West South Central","South","PLAQUEMINES","County","Non-MSA counties from 25,000 thru 99,999",26073,36,3,39,0,0,0,36,3,39,1.5,"PLAQUEMINES PARISH SHERIFF'S OFFICE               ","Plaquemines Parish Sheriff's Office"
"8928",1965,"LA0310000","Lincoln",NA,"LA","West South Central","South","LINCOLN","County","Non-MSA counties from 10,000 thru 24,999",15205,5,5,10,0,0,0,5,5,10,0.66,"LINCOLN PARISH SHERIFF'S OFFICE                   ","Lincoln Parish Sheriff's Office"
"8929",1965,"LA0230300","New Iberia",NA,"LA","West South Central","South","IBERIA","City","Cities from 25,000 thru 49,999",32217,31,1,32,0,0,0,31,1,32,0.99,"NEW IBERIA PD                                     ","New Iberia Police Department"
"8930",1965,"LA0600200","Springhill",NA,"LA","West South Central","South","WEBSTER","City","Cities from 2,500 thru 9,999",9347,9,0,9,0,0,0,9,0,9,0.96,"SPRINGHILL POLICE DEPARTMENT                      ","Springhill Police Department"
"8931",1965,"LA0600100","Minden",NA,"LA","West South Central","South","WEBSTER","City","Cities from 10,000 thru 24,999",13360,12,0,12,0,0,0,12,0,12,0.9,"MINDEN POLICE DEPARTMENT                          ","Minden Police Department"
"8932",1965,"LA0090200","Vivian",NA,"LA","West South Central","South","CADDO","City","Cities from 2,500 thru 9,999",2732,3,1,4,0,0,0,3,1,4,1.46,"VIVIAN POLICE DEPARTMENT                          ","Vivian Police Department"
"8933",1965,"LA0060100","De Ridder",NA,"LA","West South Central","South","BEAUREGARD","City","Cities from 2,500 thru 9,999",8051,10,1,11,0,0,0,10,1,11,1.37,"DERIDDER POLICE DEPARTMENT                        ","Deridder Police Department"
"8934",1965,"LA0250000","Jackson",NA,"LA","West South Central","South","JACKSON","County","Non-MSA counties from 10,000 thru 24,999",12291,14,0,14,0,0,0,14,0,14,1.14,"JACKSON PARISH SHERIFF'S OFFICE                   ","Jackson Parish Sheriff's Office"
"8935",1965,"LA0090000","Caddo",NA,"LA","West South Central","South","CADDO","County","MSA counties from 25,000 thru 99,999",65534,81,31,112,0,0,0,81,31,112,1.71,"CADDO PARISH SHERIFF'S OFFICE                     ","Caddo Parish Sheriff's Office"
"8936",1965,"LA0140000","Claiborne",NA,"LA","West South Central","South","CLAIBORNE","County","Non-MSA counties from 10,000 thru 24,999",15671,8,3,11,0,0,0,8,3,11,0.7,"CLAIBORNE PARISH SHERIFF'S OFFICE                 ","Claiborne Parish Sheriff's Office"
"8937",1965,"LA0080000","Bossier",NA,"LA","West South Central","South","BOSSIER","County","MSA counties from 25,000 thru 99,999",26692,28,0,28,0,0,0,28,0,28,1.05,"BOSSIER PARISH SHERIFF'S OFFICE                   ","Bossier Parish Sheriff's Office"
"8938",1965,"LA0090100","Shreveport",NA,"LA","West South Central","South","BOSSIER, CADDO","City","Cities from 100,000 thru 249,999",177169,222,32,254,0,0,0,222,32,254,1.43,"SHREVEPORT POLICE DEPARTMENT                      ","Shreveport Police Department"
"8939",1965,"LA0030000","Ascension",NA,"LA","West South Central","South","ASCENSION","County","Non-MSA counties from 10,000 thru 24,999",23426,31,0,31,0,0,0,31,0,31,1.32,"ASCENSION PARISH SHERIFF'S OFFICE                 ","Ascension Parish Sheriff's Office"
"8940",1965,"LA0540000","Tensas",NA,"LA","West South Central","South","TENSAS","County","Non-MSA counties from 10,000 thru 24,999",12017,4,0,4,0,0,0,4,0,4,0.33,"TENSAS PARISH SHERIFF'S OFFICE                    ","Tensas Parish Sheriff's Office"
"8941",1965,"LA0520000","St. Tammany",NA,"LA","West South Central","South","ST TAMMANY","County","MSA counties from 25,000 thru 99,999",48435,53,0,53,0,0,0,53,0,53,1.09,"ST. TAMMANY PARISH SHERIFF'S OFFICE               ","St. Tammany Parish Sheriff's Office"
"8942",1965,"LA0170200","Baton Rouge",NA,"LA","West South Central","South","EAST BATON ROUGE","City","Cities from 100,000 thru 249,999",166390,271,37,308,0,0,0,271,37,308,1.85,"BATON ROUGE POLICE DEPARTMENT                     ","Baton Rouge Police Department"
"8943",1965,"LA0140100","Haynesville",NA,"LA","West South Central","South","CLAIBORNE","City","Cities from 2,500 thru 9,999",3028,4,0,4,0,0,0,4,0,4,1.32,"HAYNESVILLE POLICE DEPT                           ","Haynesville Police Police Department"
"8944",1965,"LA0370100","Monroe",NA,"LA","West South Central","South","OUACHITA","City","Cities from 50,000 thru 99,999",58645,71,12,83,0,0,0,71,12,83,1.42,"MONROE POLICE DEPARTMENT                          ","Monroe Police Department"
"8945",1965,"LA0370200","West Monroe",NA,"LA","West South Central","South","OUACHITA","City","Cities from 10,000 thru 24,999",17649,24,2,26,0,0,0,24,2,26,1.47,"WEST MONROE POLICE DEPARTMENT                     ","West Monroe Police Department"
"8946",1965,"LA0100000","Calcasieu",NA,"LA","West South Central","South","CALCASIEU","County","MSA counties from 25,000 thru 99,999",76358,128,49,177,0,0,0,128,49,177,2.32,"CALCASIEU PARISH SHERIFF'S OFFICE                 ","Calcasieu Parish Sheriff's Office"
"8947",1965,"LA0490100","Eunice",NA,"LA","West South Central","South","ST LANDRY","City","Cities from 10,000 thru 24,999",12515,19,0,19,0,0,0,19,0,19,1.52,"EUNICE POLICE DEPARTMENT                          ","Eunice Police Department"
"8948",1965,"LA0060000","Beauregard",NA,"LA","West South Central","South","BEAUREGARD","County","Non-MSA counties from 10,000 thru 24,999",12316,16,0,16,0,0,0,16,0,16,1.3,"BEAUREGARD PARISH SHERIFF'S OFFICE                ","Beauregard Parish Sheriff's Office"
"8949",1965,"LA0260000","Jefferson",NA,"LA","West South Central","South","JEFFERSON","County","MSA counties 100,000 or over",227561,271,58,329,0,0,0,271,58,329,1.45,"JEFFERSON PARISH SHERIFF'S OFFICE                 ","Jefferson Parish Sheriff's Office"
"8950",1965,"LA0510200","Franklin",NA,"LA","West South Central","South","ST MARY","City","Cities from 2,500 thru 9,999",9844,14,3,17,0,0,0,14,3,17,1.73,"FRANKLIN POLICE DEPARTMENT                        ","Franklin Police Department"
"8951",1965,"LA0170000","East Baton Rouge",NA,"LA","West South Central","South","EAST BATON ROUGE","County","MSA counties from 25,000 thru 99,999",93278,185,0,185,0,0,0,185,0,185,1.98,"EAST BATON ROUGE PARISH SHERIFF'S OFFICE          ","East Baton Rouge Parish Sheriff's Office"
"8952",1965,"LA0220000","Grant",NA,"LA","West South Central","South","GRANT","County","Non-MSA counties from 10,000 thru 24,999",13549,10,2,12,0,0,0,10,2,12,0.89,"GRANT PARISH SHERIFF'S OFFICE                     ","Grant Parish Sheriff's Office"
"8953",1965,"LA0080100","Bossier City",NA,"LA","West South Central","South","BOSSIER","City","Cities from 25,000 thru 49,999",36300,38,0,38,0,0,0,38,0,38,1.05,"BOSSIER CITY POLICE DEPT                          ","Bossier City Police Police Department"
"8954",1965,"LA0050200","Marksville",NA,"LA","West South Central","South","AVOYELLES","City","Cities from 2,500 thru 9,999",4623,3,4,7,0,0,0,3,4,7,1.51,"MARKSVILLE POLICE DEPARTMENT                      ","Marksville Police Department"
"8955",1965,"LA0370000","Ouachita",NA,"LA","West South Central","South","OUACHITA","County","MSA counties from 25,000 thru 99,999",37578,48,0,48,0,0,0,48,0,48,1.28,"OUACHITA PARISH SHERIFF'S OFFICE                  ","Ouachita Parish Sheriff's Office"
"8956",1965,"LA0030100","Donaldsonville",NA,"LA","West South Central","South","ASCENSION","City","Cities from 2,500 thru 9,999",7499,16,0,16,0,0,0,16,0,16,2.13,"DONALDSONVILLE PD                                 ","Donaldsonville Police Department"
"8957",1965,"LA0390000","Pointe Coupee",NA,"LA","West South Central","South","POINTE COUPEE","County","Non-MSA counties from 10,000 thru 24,999",18972,8,1,9,0,0,0,8,1,9,0.47,"POINTE COUPEE PARISH SHERIFF'S OFFICE             ","Pointe Coupee Parish Sheriff's Office"
"8958",1965,"LA0500000","St. Martin",NA,"LA","West South Central","South","ST MARTIN","County","Non-MSA counties from 25,000 thru 99,999",31513,16,4,20,0,0,0,16,4,20,0.63,"ST. MARTIN PARISH SHERIFF'S OFFICE                ","St. Martin Parish Sheriff's Office"
"8959",1965,"LA0200200","Mamou",NA,"LA","West South Central","South","EVANGELINE","City","Cities from 2,500 thru 9,999",3367,5,4,9,0,0,0,5,4,9,2.67,"MAMOU POLICE DEPARTMENT                           ","Mamou Police Department"
"8960",1964,"LA0590100","Bogalusa",NA,"LA","West South Central","South","WASHINGTON","City","Cities from 10,000 thru 24,999",22321,28,2,30,0,0,0,28,2,30,1.34,"BOGALUSA POLICE DEPARTMENT                        ","Bogalusa Police Department"
"8961",1964,"LA0350000","Natchitoches",NA,"LA","West South Central","South","NATCHITOCHES","County","Non-MSA counties from 10,000 thru 24,999",21977,14,0,14,0,0,0,14,0,14,0.64,"NATCHITOCHES PARISH SHERIFF'S OFFICE              ","Natchitoches Parish Sheriff's Office"
"8962",1964,"LA0610100","Port Allen",NA,"LA","West South Central","South","WEST BATON ROUGE","City","Cities from 2,500 thru 9,999",6208,6,0,6,0,0,0,6,0,6,0.97,"PORT ALLEN POLICE DEPARTMENT                      ","Port Allen Police Department"
"8963",1964,"LA0290000","Lafourche",NA,"LA","West South Central","South","LAFOURCHE","County","Non-MSA counties from 25,000 thru 99,999",40176,45,3,48,0,0,0,45,3,48,1.19,"LAFOURCHE PARISH SHERIFF'S OFFICE                 ","Lafourche Parish Sheriff's Office"
"8964",1964,"LA0570200","Kaplan",NA,"LA","West South Central","South","VERMILION","City","Cities from 2,500 thru 9,999",5532,8,0,8,0,0,0,8,0,8,1.45,"KAPLAN POLICE DEPARTMENT                          ","Kaplan Police Department"
"8965",1964,"LA0120000","Cameron",NA,"LA","West South Central","South","CAMERON","County","Non-MSA counties under 10,000",7283,22,0,22,0,0,0,22,0,22,3.02,"CAMERON PARISH SHERIFF'S OFFICE                   ","Cameron Parish Sheriff's Office"
"8966",1964,"LA0280000","Lafayette",NA,"LA","West South Central","South","LAFAYETTE","County","MSA counties from 25,000 thru 99,999",40779,26,4,30,0,0,0,26,4,30,0.74,"LAFAYETTE PARISH SHERIFF'S OFFICE                 ","Lafayette Parish Sheriff's Office"
"8967",1964,"LA0200200","Mamou",NA,"LA","West South Central","South","EVANGELINE","City","Cities from 2,500 thru 9,999",3243,5,4,9,0,0,0,5,4,9,2.78,"MAMOU POLICE DEPARTMENT                           ","Mamou Police Department"
"8968",1964,"LA0390100","New Roads",NA,"LA","West South Central","South","POINTE COUPEE","City","Cities from 2,500 thru 9,999",4560,4,0,4,0,0,0,4,0,4,0.88,"NEW ROADS POLICE DEPARTMENT                       ","New Roads Police Department"
"8969",1964,"LA0400100","Alexandria",NA,"LA","West South Central","South","RAPIDES","City","Cities from 25,000 thru 49,999",40945,53,0,53,0,0,0,53,0,53,1.29,"ALEXANDRIA POLICE DEPARTMENT                      ","Alexandria Police Department"
"8970",1964,"LA0290500","Thibodaux",NA,"LA","West South Central","South","LAFOURCHE","City","Cities from 10,000 thru 24,999",14242,19,3,22,0,0,0,19,3,22,1.54,"THIBODAUX POLICE DEPARTMENT                       ","Thibodaux Police Department"
"8971",1964,"LA0040000","Assumption",NA,"LA","West South Central","South","ASSUMPTION","County","Non-MSA counties from 10,000 thru 24,999",18768,21,2,23,0,0,0,21,2,23,1.23,"ASSUMPTION PARISH SHERIFF'S OFFICE                ","Assumption Parish Sheriff's Office"
"8972",1964,"LA0330000","Madison",NA,"LA","West South Central","South","MADISON","County","Non-MSA counties from 10,000 thru 24,999",16645,9,0,9,0,0,0,9,0,9,0.54,"MADISON PARISH SHERIFF'S OFFICE                   ","Madison Parish Sheriff's Office"
"8973",1964,"LA0370000","Ouachita",NA,"LA","West South Central","South","OUACHITA","County","MSA counties from 25,000 thru 99,999",38501,52,0,52,0,0,0,52,0,52,1.35,"OUACHITA PARISH SHERIFF'S OFFICE                  ","Ouachita Parish Sheriff's Office"
"8974",1964,"LANPD0000","New Orleans",NA,"LA","West South Central","South","ORLEANS","City","Cities from 500,000 thru 999,999",656098,1045,127,1172,0,0,0,1045,127,1172,1.79,"NEW ORLEANS POLICE DEPARTMENT                     ","New Orleans Police Department"
"8975",1964,"LA0100200","Lake Charles",NA,"LA","West South Central","South","CALCASIEU","City","Cities from 50,000 thru 99,999",69226,46,2,48,0,0,0,46,2,48,0.69,"LAKE CHARLES POLICE DEPARTMENT                    ","Lake Charles Police Department"
"8976",1964,"LA0170200","Baton Rouge",NA,"LA","West South Central","South","EAST BATON ROUGE","City","Cities from 100,000 thru 249,999",160218,267,32,299,0,0,0,267,32,299,1.87,"BATON ROUGE POLICE DEPARTMENT                     ","Baton Rouge Police Department"
"8977",1964,"LA0140100","Haynesville",NA,"LA","West South Central","South","CLAIBORNE","City","Cities from 2,500 thru 9,999",2998,4,0,4,0,0,0,4,0,4,1.33,"HAYNESVILLE POLICE DEPT                           ","Haynesville Police Police Department"
"8978",1964,"LA0090200","Vivian",NA,"LA","West South Central","South","CADDO","City","Cities from 2,500 thru 9,999",2681,4,1,5,0,0,0,4,1,5,1.86,"VIVIAN POLICE DEPARTMENT                          ","Vivian Police Department"
"8979",1964,"LA0090000","Caddo",NA,"LA","West South Central","South","CADDO","County","MSA counties from 25,000 thru 99,999",66119,81,36,117,0,0,0,81,36,117,1.77,"CADDO PARISH SHERIFF'S OFFICE                     ","Caddo Parish Sheriff's Office"
"8980",1964,"LA0250000","Jackson",NA,"LA","West South Central","South","JACKSON","County","Non-MSA counties from 10,000 thru 24,999",12279,14,0,14,0,0,0,14,0,14,1.14,"JACKSON PARISH SHERIFF'S OFFICE                   ","Jackson Parish Sheriff's Office"
"8981",1964,"LA0370200","West Monroe",NA,"LA","West South Central","South","OUACHITA","City","Cities from 10,000 thru 24,999",16251,23,2,25,0,0,0,23,2,25,1.54,"WEST MONROE POLICE DEPARTMENT                     ","West Monroe Police Department"
"8982",1964,"LA0060100","De Ridder",NA,"LA","West South Central","South","BEAUREGARD","City","Cities from 2,500 thru 9,999",7791,11,0,11,0,0,0,11,0,11,1.41,"DERIDDER POLICE DEPARTMENT                        ","Deridder Police Department"
"8983",1964,"LA0250100","Jonesboro",NA,"LA","West South Central","South","JACKSON","City","Cities from 2,500 thru 9,999",4110,6,0,6,0,0,0,6,0,6,1.46,"JONESBORO POLICE DEPARTMENT                       ","Jonesboro Police Department"
"8984",1964,"LA0240200","Plaquemine",NA,"LA","West South Central","South","IBERVILLE","City","Cities from 2,500 thru 9,999",8631,14,0,14,0,0,0,14,0,14,1.62,"PLAQUEMINE POLICE DEPARTMENT                      ","Plaquemine Police Department"
"8985",1964,"LA0190000","East Feliciana",NA,"LA","West South Central","South","EAST FELICIANA","County","Non-MSA counties from 10,000 thru 24,999",20994,7,1,8,0,0,0,7,1,8,0.38,"EAST FELICIANA PARISH SHERIFF'S OFFICE            ","East Feliciana Parish Sheriff's Office"
"8986",1964,"LA0090100","Shreveport",NA,"LA","West South Central","South","BOSSIER, CADDO","City","Cities from 100,000 thru 249,999",171654,220,33,253,0,0,0,220,33,253,1.47,"SHREVEPORT POLICE DEPARTMENT                      ","Shreveport Police Department"
"8987",1964,"LA0080000","Bossier",NA,"LA","West South Central","South","BOSSIER","County","MSA counties from 25,000 thru 99,999",25693,31,0,31,0,0,0,31,0,31,1.21,"BOSSIER PARISH SHERIFF'S OFFICE                   ","Bossier Parish Sheriff's Office"
"8988",1964,"LA0290100","Golden Meadow",NA,"LA","West South Central","South","LAFOURCHE","City","Cities from 2,500 thru 9,999",3553,2,0,2,0,0,0,2,0,2,0.56,"GOLDEN MEADOW POLICE DEPARTMENT                   ","Golden Meadow Police Department"
"8989",1964,"LA0340100","Bastrop",NA,"LA","West South Central","South","MOREHOUSE","City","Cities from 10,000 thru 24,999",16075,16,5,21,0,0,0,16,5,21,1.31,"BASTROP POLICE DEPARTMENT                         ","Bastrop Police Department"
"8990",1964,"LA0600200","Springhill",NA,"LA","West South Central","South","WEBSTER","City","Cities from 2,500 thru 9,999",8665,8,0,8,0,0,0,8,0,8,0.92,"SPRINGHILL POLICE DEPARTMENT                      ","Springhill Police Department"
"8991",1964,"LA0540000","Tensas",NA,"LA","West South Central","South","TENSAS","County","Non-MSA counties from 10,000 thru 24,999",11940,7,0,7,0,0,0,7,0,7,0.59,"TENSAS PARISH SHERIFF'S OFFICE                    ","Tensas Parish Sheriff's Office"
"8992",1964,"LA0030000","Ascension",NA,"LA","West South Central","South","ASCENSION","County","Non-MSA counties from 10,000 thru 24,999",22878,32,0,32,0,0,0,32,0,32,1.4,"ASCENSION PARISH SHERIFF'S OFFICE                 ","Ascension Parish Sheriff's Office"
"8993",1964,"LA0630000","West Feliciana",NA,"LA","West South Central","South","WEST FELICIANA","County","Non-MSA counties from 10,000 thru 24,999",12951,9,0,9,0,0,0,9,0,9,0.69,"WEST FELICIANA PARISH SHERIFF'S OFFICE            ","West Feliciana Parish Sheriff's Office"
"8994",1964,"LA0530000","Tangipahoa",NA,"LA","West South Central","South","TANGIPAHOA","County","Non-MSA counties from 25,000 thru 99,999",48185,22,0,22,0,0,0,22,0,22,0.46,"TANGIPAHOA PARISH SHERIFF'S OFFICE                ","Tangipahoa Parish Sheriff's Office"
"8995",1964,"LA0490100","Eunice",NA,"LA","West South Central","South","ST LANDRY","City","Cities from 10,000 thru 24,999",12142,18,1,19,0,0,0,18,1,19,1.56,"EUNICE POLICE DEPARTMENT                          ","Eunice Police Department"
"8996",1964,"LA0010200","Rayne",NA,"LA","West South Central","South","ACADIA","City","Cities from 2,500 thru 9,999",9666,13,1,14,0,0,0,13,1,14,1.45,"RAYNE POLICE DEPARTMENT                           ","Rayne Police Department"
